category,filename,duration_sec,sample_rate,spectrogram_exists
2 Marked cycles 3 segundos,SM301165__0__20161003_203801_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_203801_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_203801_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_210001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_210001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_210001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_225001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_225001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_225001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_231201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_231201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_231201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_233401_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_233401_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_233401_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_235601_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_235601_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161003_235601_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_033601_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_033601_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_033601_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_035801_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_035801_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_035801_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_042001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_042001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_042001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_145801_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_145801_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_145801_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_152001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_152001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_152001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_154201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_154201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_154201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_160401_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_160401_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_160401_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_171001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_211201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_211201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301165__0__20161004_211201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_131801_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_131801_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_131801_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_134001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_134001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_134001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_140201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_140201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_140201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_142401_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_142401_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_142401_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_153001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_153001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_155201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_155201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_155201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_161401_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_161401_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_161401_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_163601_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_163601_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_163601_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_165801_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_165801_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_165801_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_172001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_172001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_172001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_193201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_193201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_193201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_195401_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_195401_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_195401_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_225001_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_225001_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_225001_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_231201_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_231201_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_231201_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_233401_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_233401_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_233401_3.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_235601_1.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_235601_2.wav,60.0,96000,False
2 Marked cycles 3 segundos,SM301602__0__20161003_235601_3.wav,60.0,96000,False
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_000401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_000401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_000401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_002601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_002601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_002601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_004801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_004801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_004801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_011001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_011001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_011001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_030001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_030001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_030001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_032201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_032201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_032201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_034401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_034401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_034401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_040601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_040601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_040601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_042801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_042801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_042801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_074601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_074601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_074601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_104201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_104201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_104201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_110401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_110401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_110401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_140001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_140001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_140001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_233201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_233201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161001_233201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_044001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_044001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_044001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_050201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_050201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_050201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_052401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_052401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_052401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_054601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_054601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_054601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_060801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_060801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_060801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_063001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_063001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_063001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_071401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_071401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_071401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_082001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_082001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_082001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_084201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_084201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_084201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_105401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_105401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_105401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_135001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_135001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_135001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_154001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_154001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_154001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_202601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_202601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161002_202601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_021801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_021801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_021801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_024001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_024001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_024001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_104401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_104401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_104401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_174201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_174201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_174201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_180401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_180401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_180401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_212201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_212201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_212201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_214401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_214401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_214401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_220601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_220601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_220601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_222801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_222801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161003_222801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_010201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_010201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_010201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_044201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_044201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_044201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_052601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_052601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_052601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_054801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_054801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_054801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_061001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_061001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_061001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_063201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_063201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_063201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_065401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_065401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_065401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_071601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_071601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_071601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_073801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_073801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_073801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_080001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_080001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_080001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_082201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_082201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_082201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_084401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_084401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_084401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_090601_1.wav,60.0,96000,False
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_090601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_090601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_095001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_095001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_095001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_101201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_101201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_101201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_103401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_103401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_103401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_105601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_105601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_105601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_111801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_111801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_111801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_114001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_114001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_114001_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_120201_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_120201_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_120201_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_162601_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_162601_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_162601_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_164801_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_164801_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_164801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_171001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_171001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_175401_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_175401_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_175401_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_183801_3.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_190001_1.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_190001_2.wav,60.0,96000,True
3 Continuous activity & tone 3.15kHz_SPL ALTO,SM301165__0__20161004_190001_3.wav,60.0,96000,True
